UNITID,Year,INSTNM,State,Total_Students,Known_Students,Unknown_Students,In_State_Students,Out_State_Students,Foreign_Students,US_Students,Avg_Cost,Median_HH_Income
136330,2018,Palm Beach Atlantic University,FL,526,526,0,296,213,17,509,49839,64221.06
129941,2018,University of New Haven,CT,1338,1337,1,529,791,17,1320,58438,77310.15
169442,2018,College for Creative Studies,MI,254,254,0,197,40,17,237,57085,74293.04
110538,2018,California State University-Chico,CA,2725,2725,0,2681,27,17,2708,25073,61867.44
169910,2018,Ferris State University,MI,1890,1881,9,1753,111,17,1864,23106,61040.62
122506,2018,San Francisco Conservatory of Music,CA,61,61,0,17,28,16,45,69135,74879.37
112075,2018,Concordia University-Irvine,CA,319,318,1,208,94,16,302,53235,79890.85
151342,2018,Indiana University-South Bend,IN,929,929,0,880,33,16,913,16667,59249.25
176053,2018,Mississippi College,MS,523,523,0,289,218,16,507,34918,52824.92
213349,2018,Kutztown University of Pennsylvania,PA,1640,1640,0,1385,239,16,1624,28414,67783.54
154235,2018,Saint Ambrose University,IA,506,506,0,113,377,16,490,46894,63314.56
130183,2018,Post University,CT,939,727,212,134,577,16,711,30161,67090.63
207661,2018,Rogers State University,OK,609,608,1,564,28,16,592,20029,50487.79
209825,2018,University of Portland,OR,1004,996,8,259,722,15,981,64049,67900.72
218742,2018,University of South Carolina-Upstate,SC,1011,1002,9,940,47,15,987,23660,54689.19
206437,2018,Walsh University,OH,453,453,0,388,50,15,438,42869,58552.19
216278,2018,Susquehanna University,PA,619,619,0,382,222,15,604,64760,72676.24
174020,2018,Metropolitan State University,MN,176,176,0,158,3,15,161,22819,69981.95
134237,2018,Full Sail University,FL,2689,2689,0,546,2128,15,2674,35865,66113.73
207856,2018,Southwestern Christian University,OK,134,134,0,75,44,15,119,28315,50467
230834,2018,Castleton University,VT,424,424,0,230,179,15,409,24841,61392.97
110510,2018,California State University-San Bernardino,CA,2682,2682,0,2664,3,15,2667,19114,59070.9
217402,2018,Providence College,RI,1122,1122,0,96,1011,15,1107,69407,83293.65
156620,2018,Eastern Kentucky University,KY,2426,2426,0,2135,277,14,2412,23384,47617.36
228705,2018,Texas A & M University-Kingsville,TX,1251,1249,2,1225,10,14,1235,22645,45266.24
198561,2018,Gardner-Webb University,NC,409,407,2,258,135,14,393,45333,54757.84
200332,2018,North Dakota State University-Main Campus,ND,2275,2275,0,796,1465,14,2261,22201,55831.54
198136,2018,Campbell University,NC,830,827,3,632,181,14,813,51131,56906.03
199643,2018,Shaw University,NC,391,391,0,211,166,14,377,29686,53196.27
240417,2018,University of Wisconsin-Stout,WI,1406,1406,0,874,518,14,1392,19704,65020.23
213358,2018,La Roche University,PA,225,225,0,171,40,14,211,43073,61014.96
227881,2018,Sam Houston State University,TX,2883,2883,0,2825,44,14,2869,22885,63900.24
217873,2018,Claflin University,SC,572,572,0,473,86,13,559,33777,45792.28
218645,2018,University of South Carolina-Aiken,SC,549,548,1,490,45,13,535,20735,53123.12
141167,2018,Thomas University,GA,83,83,0,35,35,13,70,27354,45124.61
206048,2018,Tiffin University,OH,481,481,0,350,118,13,468,41055,59678.08
123554,2018,Saint Mary's College of California,CA,627,627,0,520,94,13,614,69071,84232.87
230807,2018,Westminster College,UT,438,438,0,267,158,13,425,49060,70649.66
138600,2018,Agnes Scott College,GA,324,323,1,192,118,13,310,55403,69580.95
198215,2018,Catawba College,NC,338,337,1,241,83,13,324,44235,60564.51
175980,2018,Millsaps College,MS,245,236,9,109,114,13,223,57996,56763.17
133650,2018,Florida Agricultural and Mechanical University,FL,1421,1419,2,1102,304,13,1406,23312,52786.24
171571,2018,Oakland University,MI,2700,2700,0,2623,64,13,2687,23778,78696.54
199218,2018,University of North Carolina Wilmington,NC,2161,2132,29,1829,290,13,2119,24837,62176.12
198899,2018,Mars Hill University,NC,264,223,41,172,38,13,210,45406,56558.51
141237,2018,Truett McConnell University,GA,285,285,0,246,27,12,273,33299,62186.38
197869,2018,Appalachian State University,NC,3445,3443,2,3125,306,12,3431,19661,61267.04
163046,2018,Loyola University Maryland,MD,1069,1068,1,209,847,12,1056,67196,92129.84
240189,2018,University of Wisconsin-Whitewater,WI,2180,2180,0,1851,317,12,2168,18252,67955.05
174817,2018,Saint Mary's University of Minnesota,MN,306,306,0,154,140,12,294,49200,70833.22
130253,2018,Sacred Heart University,CT,1465,1463,2,371,1080,12,1451,61591,87263.76
125763,2018,Whittier College,CA,512,509,3,399,98,12,497,61052,73825.46
217721,2018,Benedict College,SC,711,711,0,383,316,12,699,28000,49336.04
219709,2018,Belmont University,TN,1568,1560,8,426,1122,12,1548,54595,70368.62
229018,2018,The University of Texas of the Permian Basin,TX,384,384,0,359,13,12,372,17323,47475.29
219833,2018,Christian Brothers University,TN,395,395,0,278,105,12,383,43939,61225.91
414823,2018,Johnson & Wales University-North Miami,FL,372,372,0,197,163,12,360,37686.031269160027,68856.12
183026,2018,Southern New Hampshire University,NH,9347,9169,178,807,8350,12,9157,50505,71986.54
216038,2018,Slippery Rock University of Pennsylvania,PA,1554,1554,0,1384,158,12,1542,24600,54113.09
123165,2018,Scripps College,CA,252,251,1,92,147,12,239,77588,79153.99
152567,2018,Trine University,IN,641,641,0,376,254,11,630,47142,60275.33
214175,2018,Muhlenberg College,PA,548,548,0,149,388,11,537,69413,89504.61
162283,2018,Coppin State University,MD,408,402,6,306,85,11,391,17787,54222.17
204617,2018,Ohio Dominican University,OH,260,260,0,231,18,11,249,42524,65362.52
221892,2018,Trevecca Nazarene University,TN,380,378,2,242,125,11,367,34473,59625.44
214166,2018,Mount Aloysius College,PA,254,254,0,221,22,11,243,36886,45385.58
170037,2018,Cornerstone University,MI,285,285,0,225,49,11,274,35814,63718.46
168786,2018,Aquinas College,MI,333,333,0,279,43,11,322,43921,64829.33
175272,2018,Winona State University,MN,1538,1538,0,1006,521,11,1527,22003,68678.3
482149,2018,Augusta University,GA,1074,1074,0,1009,54,11,1063,20115,64276.692131199976
218229,2018,Lander University,SC,870,870,0,818,41,11,859,24474,52256.85
203580,2018,Lake Erie College,OH,197,196,1,125,60,11,185,45740,63624.4
199698,2018,St. Andrews University,NC,190,189,1,104,74,11,178,44686,64861.88
215770,2018,Saint Joseph's University,PA,1130,1125,5,482,632,11,1114,63223,79940.44
140960,2018,Savannah State University,GA,795,795,0,624,161,10,785,16819,54220.88
236133,2018,Northwest University,WA,220,219,1,149,60,10,209,45095,71872.75
181738,2018,Union College,NE,154,154,0,18,126,10,144,36243,60804.76
117751,2018,The Master's University and Seminary,CA,269,269,0,152,107,10,259,40783,71662.94
240471,2018,University of Wisconsin-River Falls,WI,1314,1314,0,626,678,10,1304,17971,69159.98
162210,2018,Washington Adventist University,MD,177,174,3,103,61,10,164,33721,69837.96
151777,2018,Manchester University,IN,410,408,2,305,93,10,398,45489,60877.57
217907,2018,Coker College,SC,294,294,0,196,88,10,284,42395,49143.33
175856,2018,Jackson State University,MS,831,831,0,306,515,10,821,24570,43401.54
117627,2018,La Sierra University,CA,356,356,0,313,33,10,346,45629,63313.83
197911,2018,Barton College,NC,277,277,0,178,89,10,267,46539,54814.93
153269,2018,Drake University,IA,750,750,0,263,477,10,740,57643,70375.31
159416,2018,Louisiana State University-Shreveport,LA,293,293,0,272,12,9,284,19065,47946.96
140447,2018,Mercer University,GA,1003,1003,0,856,138,9,994,52940,67164.94
211893,2018,Curtis Institute of Music,PA,26,26,0,4,13,9,17,22192,70406
204185,2018,University of Mount Union,OH,625,625,0,452,164,9,616,44497,61044.98
217864,2018,Citadel Military College of South Carolina,SC,703,703,0,378,316,9,694,30022,66736.53
134079,2018,Florida Southern College,FL,707,660,47,415,236,9,651,52794,60789.21
221731,2018,Tennessee Wesleyan University,TN,188,188,0,154,25,9,179,33219,48462.92
207458,2018,Oklahoma City University,OK,373,372,1,148,215,9,363,44942,59190.63
207403,2018,Oklahoma Baptist University,OK,527,525,2,329,187,9,516,42983,59289.35
172264,2018,Siena Heights University,MI,291,291,0,228,54,9,282,39539,63208.96
225247,2018,Hardin-Simmons University,TX,484,484,0,463,12,9,475,42530,59593.97
181783,2018,Wayne State College,NE,721,721,0,614,98,9,712,19521,51810.1
122454,2018,San Francisco Art Institute,CA,53,51,2,26,16,9,42,70023,72969.6
155335,2018,Newman University,KS,183,183,0,142,32,9,174,41633,62008.99
221838,2018,Tennessee State University,TN,1225,1225,0,455,761,9,1216,22509,53809.87
409698,2018,California State University-Monterey Bay,CA,1000,1000,0,959,32,9,991,23389,70802.17
202073,2018,Cleveland Institute of Music,OH,62,61,1,8,44,9,52,60680,78065.66
231059,2018,Saint Michael's College,VT,449,448,1,55,384,9,439,61892,75427.87
207847,2018,Southeastern Oklahoma State University,OK,587,587,0,405,173,9,578,16367,41386.98
215442,2018,Point Park University,PA,616,616,0,392,216,8,608,45350,54201.1
201371,2018,Bluffton University,OH,176,176,0,141,27,8,168,48205,59827.57
240374,2018,University of Wisconsin-Parkside,WI,646,646,0,550,88,8,638,16320,64274.59
217925,2018,Columbia International University,SC,109,101,8,47,46,8,93,36979,64434.93
203845,2018,Marietta College,OH,347,347,0,214,125,8,339,49601,58715.65
377564,2018,University of Washington-Tacoma Campus,WA,653,653,0,626,19,8,645,21705,69752.4
227526,2018,Prairie View A & M University,TX,2177,2177,0,1937,232,8,2169,25164,57579.55
154688,2018,Baker University,KS,247,247,0,179,60,8,239,44473,67758.92
173328,2018,Concordia University-Saint Paul,MN,244,244,0,193,43,8,236,32686,71270.22
222178,2018,Abilene Christian University,TX,924,918,6,813,97,8,910,51577,67136.19
154013,2018,Mount Mercy University,IA,240,240,0,190,42,8,232,48189,61693.27
204264,2018,Muskingum University,OH,369,369,0,319,42,8,361,41716,57566.05
199184,2018,University of North Carolina School of the Arts,NC,243,242,1,113,121,8,234,21755,68862.71
199148,2018,University of North Carolina at Greensboro,NC,2989,2963,26,2854,101,8,2955,19179,60658.11
212656,2018,Geneva College,PA,306,276,30,203,65,8,268,38941,55668.91
204468,2018,Notre Dame College,OH,297,297,0,220,69,8,289,43425,60228.48
153375,2018,Grand View University,IA,329,328,1,266,54,8,320,39864,62140.86
198303,2018,Chowan University,NC,414,414,0,234,172,8,406,37161,53634.23
134811,2018,AI Miami International University of Art and Design,FL,195,195,0,170,17,8,187,27974,57565.03
151379,2018,Indiana University-Southeast,IN,1012,1012,0,741,263,8,1004,17421,57669.69
181127,2018,Hastings College,NE,263,263,0,133,123,7,256,44893,58174.49
210331,2018,Corban University,OR,226,203,23,115,81,7,196,45919,61069.68
214971,2018,Pennsylvania Academy of the Fine Arts,PA,34,34,0,5,22,7,27,62147,70798.99
138868,2018,Point University,GA,247,247,0,186,54,7,240,34160,69033.68
200004,2018,Western Carolina University,NC,2198,2172,26,1869,296,7,2165,18462,56230.92
230959,2018,Middlebury College,VT,628,566,62,25,534,7,559,74248,77169.17
151801,2018,Indiana Wesleyan University-Marion,IN,718,718,0,399,312,7,711,39347,62930.13
209612,2018,Pacific University,OR,421,421,0,182,232,7,414,62157,64591.02
173045,2018,Augsburg University,MN,418,418,0,365,46,7,411,54069,72224.74
218539,2018,Presbyterian College,SC,310,310,0,222,81,7,303,53720,62666.83
129215,2018,Eastern Connecticut State University,CT,973,973,0,832,134,7,966,27425,76020.15
199102,2018,North Carolina A & T State University,NC,2204,2178,26,1547,624,7,2171,18348,56398.61
217536,2018,Salve Regina University,RI,493,493,0,59,427,7,486,61072,81126.67
169479,2018,Davenport University,MI,651,648,3,603,38,7,641,31321,56679.53
212197,2018,Elizabethtown College,PA,386,386,0,265,114,7,379,44978,70213.56
163338,2018,University of Maryland Eastern Shore,MD,505,505,0,384,114,7,498,24348,66039.83
107071,2018,Henderson State University,AR,849,849,0,700,142,7,842,23005,45548.96
170967,2018,Rochester College,MI,139,139,0,124,8,7,132,33013,72043.03
225432,2018,University of Houston-Downtown,TX,1068,1068,0,1058,3,7,1061,20995,59551.33
201548,2018,Capital University,OH,589,589,0,549,33,7,582,47719,64246.32
163453,2018,Morgan State University,MD,1335,1335,0,858,470,7,1328,23254,63566.62
152099,2018,Oakland City University,IN,140,140,0,107,26,7,133,37683,52931.31
228468,2018,Southwestern Adventist University,TX,128,128,0,90,31,7,121,31865,57388.77
213598,2018,Lincoln University,PA,542,542,0,263,272,7,535,26008,51404.66
236230,2018,Pacific Lutheran University,WA,649,649,0,474,168,7,642,56830,65366.76
131283,2018,Catholic University of America,DC,834,796,38,20,769,7,789,65857,85196.61
214041,2018,Millersville University of Pennsylvania,PA,1380,1380,0,1226,147,7,1373,27526,65479.69
125897,2018,Woodbury University,CA,180,175,5,138,30,7,168,55032,60713.37
218654,2018,University of South Carolina-Beaufort,SC,413,411,2,343,62,6,405,24235,60345.78
224323,2018,University of Dallas,TX,376,375,1,216,153,6,369,58050,75912.69
180595,2018,Rocky Mountain College,MT,252,252,0,131,115,6,246,40804,51454.11
160630,2018,Southern University at New Orleans,LA,194,194,0,180,8,6,188,16762,43920.92
139764,2018,Georgia Southwestern State University,GA,415,415,0,390,19,6,409,19125,49591.36
154101,2018,Northwestern College,IA,271,271,0,125,140,6,265,45760,58600.59
217518,2018,Roger Williams University,RI,1040,1036,4,116,914,6,1030,54865,84094.11
204194,2018,Mount Vernon Nazarene University,OH,373,373,0,319,48,6,367,43341,60597.42
238661,2018,Edgewood College,WI,255,255,0,226,23,6,249,44826,68115.77
174491,2018,University of Northwestern-St Paul,MN,418,418,0,314,98,6,412,43817,70065.41
237118,2018,Alderson Broaddus University,WV,256,256,0,76,174,6,250,42676,44559.33
486901,2018,Milligan College,TN,175,155,20,110,39,6,149,46072,64276.692131199976
203757,2018,Lourdes University,OH,193,189,4,122,61,6,183,37498,59351.8
207324,2018,Oklahoma Christian University,OK,454,454,0,201,247,6,448,37015,63431.55
155900,2018,Southwestern College,KS,187,187,0,65,116,6,181,46869,58156.66
132879,2018,Johnson University Florida,FL,68,68,0,54,8,6,62,27611,59004.31
180179,2018,Montana State University Billings,MT,639,639,0,573,60,6,633,16755,48720.57
220701,2018,Martin Methodist College,TN,276,276,0,207,63,6,270,40576,49230.32
181330,2018,Midland University,NE,330,330,0,183,141,6,324,45689,56723.06
210429,2018,Western Oregon University,OR,817,805,12,622,177,6,799,22810,59410.15
138947,2018,Clark Atlanta University,GA,921,918,3,220,692,6,912,39194,60451.55
107512,2018,Ouachita Baptist University,AR,443,443,0,270,168,5,438,40200,61306.22
155627,2018,Ottawa University-Ottawa,KS,244,196,48,77,114,5,191,47369,65346.8
238476,2018,Carthage College,WI,763,763,0,270,488,5,758,59175,76392.24
141325,2018,Wesleyan College,GA,158,158,0,134,19,5,153,34952,57826.42
198613,2018,Guilford College,NC,360,360,0,254,101,5,355,53479,63141.25
215105,2018,The University of the Arts,PA,425,425,0,155,265,5,420,65881,75947.63
217688,2018,Charleston Southern University,SC,585,585,0,439,141,5,580,40177,57179.15
236328,2018,University of Puget Sound,WA,653,653,0,169,479,5,648,68072,72356.02
216667,2018,Washington & Jefferson College,PA,351,351,0,251,95,5,346,62814,61376.37
131450,2018,Gallaudet University,DC,201,201,0,2,194,5,196,38892,65746.56
439701,2018,The King's University,TX,19,19,0,14,0,5,14,22284,68510.99
155520,2018,MidAmerica Nazarene University,KS,167,167,0,84,78,5,162,48863,69737.68
236577,2018,Seattle Pacific University,WA,714,700,14,421,274,5,695,60834,72206.46
216010,2018,Shippensburg University of Pennsylvania,PA,1357,1357,0,1252,100,5,1352,29182,63560.54
235097,2018,Eastern Washington University,WA,1758,1749,9,1646,98,5,1744,20480,56952.77
227863,2018,University of St Thomas,TX,355,355,0,343,7,5,350,42652,71790.89
199865,2018,Warren Wilson College,NC,251,248,3,105,138,5,243,52526,70885.71
204635,2018,Ohio Northern University,OH,682,682,0,558,119,5,677,49392,63536.16
202514,2018,Defiance College,OH,157,157,0,88,64,5,152,46420,61079.24
208822,2018,George Fox University,OR,594,593,1,289,299,5,588,51439,65616.22
441937,2018,California State University-Channel Islands,CA,970,970,0,956,9,5,965,25150,78662.36
175421,2018,Belhaven University,MS,227,227,0,101,121,5,222,35975,57705.44
219790,2018,Bryan College-Dayton,TN,192,192,0,125,63,4,188,38061,56756.79
221661,2018,Southern Adventist University,TN,502,478,24,106,368,4,474,35820,60144.84
226383,2018,Lubbock Christian University,TX,294,294,0,251,39,4,290,37198,51468.15
156286,2018,Bellarmine University,KY,653,653,0,480,169,4,649,56319,65601.28
212160,2018,Edinboro University of Pennsylvania,PA,598,598,0,535,59,4,594,22036,52799.06
206349,2018,Ursuline College,OH,96,96,0,80,12,4,92,44600,60856.87
202903,2018,Gods Bible School and College,OH,42,42,0,16,22,4,38,15632,53235.79
140234,2018,LaGrange College,GA,211,211,0,177,30,4,207,46034,61341.56
152600,2018,Valparaiso University,IN,756,756,0,364,388,4,752,53847,72576.06
216764,2018,West Chester University of Pennsylvania,PA,2777,2777,0,2431,342,4,2773,26114,74655.83
245953,2018,Mid-America Christian University,OK,123,123,0,90,29,4,119,28755,51555.64
237792,2018,Shepherd University,WV,593,593,0,382,207,4,589,17759,62744.63
219602,2018,Austin Peay State University,TN,2009,1967,42,1830,133,4,1963,23931,52472.51
199032,2018,Montreat College,NC,148,148,0,84,60,4,144,40841,61225.9
202170,2018,Columbus College of Art and Design,OH,242,242,0,178,60,4,238,49217,65843.21
201195,2018,Baldwin Wallace University,OH,677,677,0,500,173,4,673,48655,66257.54
180984,2018,Concordia University-Nebraska,NE,356,356,0,171,181,4,352,45672,60450.28
111188,2018,California State University Maritime Academy,CA,216,216,0,171,41,4,212,28149,78248.99
218733,2018,South Carolina State University,SC,541,541,0,450,87,4,537,30015,48129.81
142461,2018,Northwest Nazarene University,ID,278,278,0,131,143,4,274,42068,59470.41
150941,2018,Huntington University,IN,247,243,4,165,74,4,239,38461,63046.08
139861,2018,Georgia College & State University,GA,1483,1482,1,1469,9,4,1478,28707,68382.02
140818,2018,Piedmont College,GA,256,256,0,220,32,4,252,40949,58219.12
161217,2018,University of Maine at Augusta,ME,375,375,0,359,12,4,371,16948,48750.5
210492,2018,Bryn Athyn College of the New Church,PA,64,64,0,46,14,4,60,36254,96737.95
228325,2018,Southwestern Assemblies of God University,TX,303,303,0,177,123,3,300,34268,59789.49
209603,2018,Pacific Northwest College of Art,OR,131,131,0,55,73,3,128,54345,63108.93
137953,2018,Trinity Baptist College,FL,82,81,1,62,16,3,78,22571,58249.91
123572,2018,Sonoma State University,CA,1793,1793,0,1774,16,3,1790,26537,75511.05
157809,2018,Thomas More College,KY,491,491,0,286,202,3,488,42003,64733.74
152390,2018,Saint Mary's College,IN,403,401,2,126,272,3,398,58956,72879.94
220215,2018,Freed-Hardeman University,TN,308,307,1,179,125,3,304,35099,53404.21
199281,2018,University of North Carolina at Pembroke,NC,1233,1205,28,1153,49,3,1202,15952,49520.51
486965,2018,Hussian College-Relativity Campus California,CA,84,38,46,18,17,3,35,61271,64276.692131199976
217305,2018,New England Institute of Technology,RI,525,525,0,216,306,3,522,45601,64106.73
151306,2018,University of Southern Indiana,IN,1644,1644,0,1380,261,3,1641,20146,57279.45
156745,2018,Georgetown College,KY,262,262,0,195,64,3,259,53196,56937.11
219383,2018,University of Sioux Falls,SD,311,311,0,149,159,3,308,30472,57493.05
117557,2018,Lincoln University,CA,5,5,0,2,0,3,2,37686.031269160027,76284.11
181020,2018,Doane University-Arts & Sciences,NE,259,259,0,165,91,3,256,50470,57123.16
162007,2018,Bowie State University,MD,909,905,4,792,110,3,902,22891,77046.6
174127,2018,Minneapolis College of Art and Design,MN,174,173,1,95,75,3,170,53010,70094.27
169327,2018,Cleary University,MI,62,62,0,58,1,3,59,35998,81153.11
173665,2018,Hamline University,MN,538,538,0,426,109,3,535,51984,70958.04
203128,2018,Hiram College,OH,233,232,1,174,55,3,229,50555,63946.73
173452,2018,Martin Luther College,MN,195,195,0,23,169,3,192,27230,64939.16
176406,2018,Tougaloo College,MS,152,152,0,107,42,3,149,22784,44758.77
206835,2018,Oklahoma Wesleyan University,OK,192,186,6,89,94,3,183,40883,51169.37
188058,2018,Northern New Mexico College,NM,173,173,0,164,6,3,170,13960,43101.41
237899,2018,West Virginia State University,WV,327,326,1,264,59,3,323,19144,48790.55
217776,2018,Southern Wesleyan University,SC,215,215,0,148,64,3,212,35949,54696.17
203368,2018,John Carroll University,OH,844,844,0,533,308,3,841,57651,68368.11
219082,2018,Dakota State University,SD,405,405,0,244,158,3,402,22365,52093.19
237367,2018,Fairmont State University,WV,827,819,8,727,90,2,817,17639,42179.08
154022,2018,Ashford University,CA,569,565,4,34,529,2,563,25683,62011.29
449764,2018,Visible Music College,TN,38,31,7,8,21,2,29,32644,64276.692131199976
215947,2018,Seton Hill University,PA,383,376,7,291,83,2,374,50395,54100.65
175005,2018,St Catherine University,MN,411,408,3,336,70,2,406,50794,71786.79
224527,2018,East Texas Baptist University,TX,404,404,0,353,49,2,402,38749,56363.11
173160,2018,Bethel University,MN,619,619,0,486,131,2,617,52723,77038.37
490045,2018,Presbyterian Theological Seminary in America,CA,4,4,0,2,0,2,2,37686.031269160027,64276.692131199976
215132,2018,University of the Sciences,PA,323,323,0,162,159,2,321,43968,72732.06
198543,2018,Fayetteville State University,NC,618,596,22,570,24,2,594,16623,49808.38
171881,2018,Kuyper College,MI,28,28,0,24,2,2,26,33168,68721.86
155089,2018,Friends University,KS,173,173,0,120,51,2,171,39879,60343.56
216542,2018,University of Valley Forge,PA,105,105,0,43,60,2,103,36036,63922.06
229179,2018,Texas Woman's University,TX,1244,1241,3,1220,19,2,1239,19418,69739.2
198756,2018,Johnson C Smith University,NC,350,350,0,187,161,2,348,33444,57295.75
239071,2018,Maranatha Baptist University,WI,153,151,2,33,116,2,149,27793,62743.18
115728,2018,Holy Names University,CA,176,154,22,145,7,2,152,57486,72379.02
212133,2018,Eastern University,PA,423,423,0,264,157,2,421,48828,68457.57
454582,2018,Ottawa University-Online,KS,17,12,5,0,10,2,10,37686.031269160027,64276.692131199976
153320,2018,Faith Baptist Bible College and Theological Seminary,IA,80,80,0,34,44,2,78,28069,57604.15
214272,2018,Neumann University,PA,421,421,0,287,132,2,419,50640,69149.16
235316,2018,Gonzaga University,WA,1196,1184,12,564,618,2,1182,61761,67848.44
225414,2018,University of Houston-Clear Lake,TX,305,292,13,290,0,2,290,25567,67975.01
445708,2018,Johnson & Wales University-Charlotte,NC,487,487,0,179,306,2,485,50200,68856.12
183062,2018,Keene State College,NH,950,947,3,383,562,2,945,28880,75913.18
489937,2018,Piedmont International University,NC,119,119,0,59,58,2,117,22830,64276.692131199976
130493,2018,Southern Connecticut State University,CT,1527,1527,0,1454,71,2,1525,25413,74581.97
225575,2018,Huston-Tillotson University,TX,223,223,0,210,11,2,221,24148,57117.25
112084,2018,San Diego Christian College,CA,67,67,0,48,17,2,65,47755,66943.92
163578,2018,Notre Dame of Maryland University,MD,226,225,1,215,9,1,224,52667,70799.46
170000,2018,Grace Christian University,MI,97,97,0,80,16,1,96,22919,62527.83
215798,2018,Saint Vincent College,PA,417,417,0,310,106,1,416,50140,54143.22
181446,2018,Nebraska Wesleyan University,NE,487,487,0,418,68,1,486,48718,59199.51
240338,2018,Wisconsin Lutheran College,WI,292,292,0,188,103,1,291,43118,69126.34
140340,2018,Herzing University-Atlanta,GA,58,58,0,55,2,1,57,29587,57868.59
211468,2018,Cedar Crest College,PA,207,207,0,145,61,1,206,52279,66384.94
125231,2018,Walden University,MN,127,126,1,2,123,1,125,37686.031269160027,62475.08
198598,2018,Greensboro College,NC,181,181,0,143,37,1,180,30302,63893.94
119605,2018,National University,CA,18,18,0,17,0,1,17,26208,64760.95
121309,2018,Point Loma Nazarene University,CA,657,657,0,509,147,1,656,53045,71269.62
228981,2018,Texas Lutheran University,TX,364,364,0,357,6,1,363,42208,65468.32
161457,2018,University of New England,ME,635,635,0,140,494,1,634,56844,64934.4
163532,2018,Ner Israel Rabbinical College,MD,34,34,0,19,14,1,33,23250,59120.36
120537,2018,Hope International University,CA,91,85,6,75,9,1,84,46231,71774.01
205124,2018,Rabbinical College Telshe,OH,19,19,0,7,11,1,18,20200,60972.72
182458,2018,Sierra Nevada College,NV,83,83,0,18,64,1,82,50040,71252.07
209287,2018,Multnomah University,OR,71,71,0,34,36,1,70,42743,65799
235167,2018,The Evergreen State College,WA,309,309,0,194,114,1,308,24371,63843.36
112394,2018,Cogswell College,CA,98,98,0,89,8,1,97,32382,90231.08
239716,2018,Saint Norbert College,WI,620,620,0,487,132,1,619,51383,71321.9
209409,2018,Northwest Christian University,OR,100,100,0,69,30,1,99,43464,52696.79
118888,2018,Mills College,CA,160,149,11,118,30,1,148,48360,71756.45
157793,2018,Sullivan University,KY,513,513,0,393,119,1,512,28469,55475.64
137272,2018,Saint John Vianney College Seminary,FL,8,8,0,7,0,1,7,40000,64276.692131199976
206862,2018,Southern Nazarene University,OK,290,290,0,162,127,1,289,38327,57571.98
449870,2018,University of the West,CA,18,18,0,16,1,1,17,24236,64276.692131199976
199157,2018,North Carolina Central University,NC,1143,1105,38,860,244,1,1104,24075,57501.19
215743,2018,Saint Francis University,PA,363,333,30,235,97,1,332,54101,55181.27
139153,2018,Beulah Heights University,GA,9,9,0,8,0,1,8,11650,63599.65
141486,2018,Chaminade University of Honolulu,HI,296,293,3,139,153,1,292,38649,72476.63
204936,2018,Otterbein University,OH,579,579,0,506,72,1,578,45773,67882
136215,2018,Nova Southeastern University,FL,1248,1186,62,739,446,1,1185,50429,62876.89
224004,2018,Concordia University Texas,TX,217,217,0,213,3,1,216,47251,72128.5
198507,2018,Elizabeth City State University,NC,418,401,17,299,101,1,400,12754,47337.89
154712,2018,Benedictine College,KS,570,564,6,113,450,1,563,46309,64485.18
141185,2018,Toccoa Falls College,GA,218,218,0,156,61,1,217,37297,59357.86
211431,2018,Carlow University,PA,247,247,0,232,14,1,246,44201,52873.76
213613,2018,Lock Haven University,PA,694,694,0,667,26,1,693,25916,55815.84
203465,2018,Kent State University at Stark,OH,577,577,0,574,2,1,576,12914,59479.84
487603,2018,Northwest University-College of Adult and Professional Studies,WA,95,93,2,40,52,1,92,29793,64276.692131199976
163462,2018,Mount St. Mary's University,MD,549,545,4,307,237,1,544,57867,81781.05
160621,2018,Southern University and A & M College,LA,1342,1340,2,1042,297,1,1339,23592,45854.37
215691,2018,Rosemont College,PA,91,91,0,71,19,1,90,35805,57790.62
198516,2018,Elon University,NC,1698,1660,38,296,1363,1,1659,52587,81102.4
457484,2018,Pacific Rim Christian University,HI,22,20,2,16,3,1,19,23131,64276.692131199976
199759,2018,Southeastern Baptist Theological Seminary,NC,140,131,9,97,33,1,130,18955,64276.692131199976
217420,2018,Rhode Island College,RI,849,849,0,663,185,1,848,17761,61569.63
238430,2018,Cardinal Stritch University,WI,131,130,1,114,15,1,129,44172,64348.07
150534,2018,University of Evansville,IN,498,479,19,295,183,1,478,50986,61532.75
477039,2018,West Coast University-Dallas,TX,16,16,0,16,0,0,16,27991,64276.692131199976
442356,2018,Pennsylvania College of Health Sciences,PA,92,92,0,91,1,0,92,38003,63119.07
207157,2018,Randall University,OK,78,77,1,57,20,0,77,27838,51563.32
433536,2018,Herzing University-Kenner,LA,15,15,0,15,0,0,15,30319,57868.59
116846,2018,American Jewish University,CA,6,6,0,5,1,0,6,37686.031269160027,80280.56
239390,2018,Mount Mary University,WI,145,145,0,135,10,0,145,44284,62361.14
203474,2018,Kent State University at Trumbull,OH,255,254,1,248,6,0,254,13328,59479.84
444787,2018,Nightingale College,UT,24,24,0,8,16,0,24,37686.031269160027,60498.27
430184,2018,Strayer University-Maryland,MD,221,221,0,196,25,0,221,28284,64276.692131199976
155812,2018,University of Saint Mary,KS,134,134,0,68,66,0,134,42175,62613.14
460349,2018,Johnson & Wales University-Online,RI,30,28,2,6,22,0,28,25224,64276.692131199976
