UNITID,Year,INSTNM,State,Total_Students,Known_Students,Unknown_Students,In_State_Students,Out_State_Students,Foreign_Students,US_Students,Avg_Cost,Median_HH_Income
482574,2016,DeVry University-Ohio,OH,67,67,0,67,0,0,67,34949,64276.692131199976
222831,2016,Angelo State University,TX,1584,1510,74,1487,23,0,1510,19810,49632.36
220552,2016,South College,TN,302,302,0,226,76,0,302,27758,48993.08
215798,2016,Saint Vincent College,PA,393,393,0,305,88,0,393,50140,54143.22
218733,2016,South Carolina State University,SC,628,628,0,517,111,0,628,30015,48129.81
458973,2016,Strayer University-Texas,TX,100,100,0,99,1,0,100,28284,64276.692131199976
200013,2016,Rasmussen College-North Dakota,ND,35,35,0,22,13,0,35,23022,52350.64
453163,2016,Strayer University-North Carolina,NC,279,279,0,259,20,0,279,37686.031269160027,64276.692131199976
123651,2016,Vanguard University of Southern California,CA,413,411,2,355,56,0,411,48086,75891.29
213011,2016,Immaculata University,PA,219,219,0,120,99,0,219,44036,74355.43
151102,2016,Indiana University-Purdue University-Fort Wayne,IN,1600,1575,25,1472,103,0,1575,19224,61940.3
262086,2016,Brandman University,CA,33,32,1,23,9,0,32,32504,73437.32
122834,2016,Santa Barbara Business College-Bakersfield,CA,39,39,0,39,0,0,39,20065,46373.44
169363,2016,Concordia University-Ann Arbor,MI,199,199,0,172,27,0,199,45348,70459.21
484729,2016,University of Phoenix-North Carolina,NC,4,4,0,4,0,0,4,37686.031269160027,64276.692131199976
482608,2016,DeVry University-Pennsylvania,PA,20,20,0,18,2,0,20,34602,64276.692131199976
210492,2016,Bryn Athyn College of the New Church,PA,70,70,0,55,15,0,70,36254,96737.95
224226,2016,Dallas Baptist University,TX,527,527,0,473,54,0,527,42855,71641.68
372073,2016,Fremont College,CA,19,19,0,19,0,0,19,37686.031269160027,62794.03
401223,2016,World Mission University,CA,7,7,0,5,2,0,7,22025,62541
140818,2016,Piedmont College,GA,274,274,0,239,35,0,274,40949,58219.12
211981,2016,Delaware Valley University,PA,451,451,0,236,215,0,451,56828,74767.83
159647,2016,Louisiana Tech University,LA,2018,2000,18,1667,333,0,2000,21927,46738.12
439701,2016,The King's University,TX,29,29,0,23,6,0,29,22284,68510.99
162210,2016,Washington Adventist University,MD,79,79,0,71,8,0,79,33721,69837.96
157757,2016,Spalding University,KY,168,168,0,139,29,0,168,38163,55916.29
154013,2016,Mount Mercy University,IA,241,227,14,175,52,0,227,48189,61693.27
157793,2016,Sullivan University,KY,288,243,45,141,102,0,243,28469,55475.64
482617,2016,DeVry University-Tennessee,TN,1,1,0,1,0,0,1,37460,64276.692131199976
209241,2016,Mount Angel Seminary,OR,2,2,0,0,2,0,2,39700,59323.69
183257,2016,Granite State College,NH,75,75,0,54,21,0,75,18834,59743.94
154174,2016,Palmer College of Chiropractic,IA,1,1,0,1,0,0,1,37686.031269160027,59646.88
480781,2016,California Miramar University,CA,11,11,0,11,0,0,11,20578,64276.692131199976
219602,2016,Austin Peay State University,TN,1963,1948,15,1834,114,0,1948,23931,52472.51
120838,2016,Pacific States University,CA,2,1,1,1,0,0,1,37686.031269160027,64276.692131199976
430184,2016,Strayer University-Maryland,MD,200,200,0,190,10,0,200,28284,64276.692131199976
110361,2016,California Baptist University,CA,1146,1111,35,998,113,0,1111,48731,66849.57
204185,2016,University of Mount Union,OH,642,637,5,487,150,0,637,44497,61044.98
457086,2016,Homestead Schools,CA,1,1,0,1,0,0,1,37686.031269160027,64276.692131199976
116846,2016,American Jewish University,CA,4,4,0,4,0,0,4,37686.031269160027,80280.56
457484,2016,Pacific Rim Christian University,HI,29,29,0,25,4,0,29,23131,64276.692131199976
206862,2016,Southern Nazarene University,OK,268,265,3,145,120,0,265,38327,57571.98
222877,2016,Arlington Baptist College,TX,25,25,0,23,2,0,25,25381,61756.37
449764,2016,Visible Music College,TN,28,25,3,5,20,0,25,32644,64276.692131199976
150172,2016,Calumet College of Saint Joseph,IN,113,112,1,91,21,0,112,26540,57573.54
174491,2016,University of Northwestern-St Paul,MN,423,421,2,314,107,0,421,43817,70065.41
219471,2016,University of South Dakota,SD,1281,1243,38,787,456,0,1243,23016,53799.09
481720,2016,South University-High Point,NC,13,13,0,13,0,0,13,37686.031269160027,64276.692131199976
131803,2016,Strayer University-District of Columbia,DC,75,75,0,34,41,0,75,37686.031269160027,66472.61
216542,2016,University of Valley Forge,PA,139,138,1,56,82,0,138,36036,63922.06
131876,2016,Trinity Washington University,DC,237,235,2,142,93,0,235,32710,60221.46
458210,2016,West Coast University-Orange County,CA,15,15,0,15,0,0,15,41865,64276.692131199976
450571,2016,Rasmussen College-Wisconsin,WI,57,57,0,56,1,0,57,23497,64276.692131199976
115773,2016,Humphreys University-Stockton and Modesto Campuses,CA,14,14,0,14,0,0,14,21249,54713.65
386472,2016,Herzing University-Winter Park,FL,16,16,0,16,0,0,16,30319,57868.59
474863,2016,Azusa Pacific University College,CA,39,38,1,26,12,0,38,26995,64276.692131199976
181020,2016,Doane University-Arts & Sciences,NE,303,299,4,221,78,0,299,50470,57123.16
175421,2016,Belhaven University,MS,241,235,6,91,144,0,235,35975,57705.44
482547,2016,DeVry University-Nevada,NV,3,3,0,3,0,0,3,34274,64276.692131199976
139153,2016,Beulah Heights University,GA,16,15,1,13,2,0,15,11650,63599.65
456621,2016,Strayer University-West Virginia,WV,24,24,0,19,5,0,24,37686.031269160027,64276.692131199976
205443,2016,Shawnee State University,OH,864,859,5,768,91,0,859,16327,43961.17
155812,2016,University of Saint Mary,KS,122,122,0,57,65,0,122,42175,62613.14
138947,2016,Clark Atlanta University,GA,999,989,10,279,710,0,989,39194,60451.55
206154,2016,Tri-State Bible College,OH,2,1,1,1,0,0,1,14768,44613.4
151810,2016,Martin University,IN,24,24,0,24,0,0,24,23393,51133.47
119173,2016,Mount Saint Mary's University,CA,572,572,0,551,21,0,572,57689,59943.9
215743,2016,Saint Francis University,PA,351,340,11,250,90,0,340,54101,55181.27
155089,2016,Friends University,KS,165,165,0,116,49,0,165,39879,60343.56
237330,2016,Concord University,WV,471,459,12,393,66,0,459,16824,41360.98
135610,2016,Trinity International University-Florida,FL,6,6,0,6,0,0,6,37686.031269160027,72368.27
441636,2016,American Institute of Alternative Medicine,OH,25,24,1,24,0,0,24,31136,58848.36
482635,2016,DeVry University-Texas,TX,31,31,0,31,0,0,31,33151,64276.692131199976
211431,2016,Carlow University,PA,218,218,0,204,14,0,218,44201,52873.76
428259,2016,Ottawa University-Milwaukee,WI,1,1,0,1,0,0,1,37686.031269160027,65346.8
405997,2016,University of Phoenix-New Mexico,NM,1,1,0,0,1,0,1,37686.031269160027,64276.692131199976
458919,2016,Strayer University-Georgia,GA,506,506,0,476,30,0,506,28284,64276.692131199976
487603,2016,Northwest University-College of Adult and Professional Studies,WA,83,83,0,46,37,0,83,29793,64276.692131199976
227526,2016,Prairie View A & M University,TX,1839,1830,9,1714,116,0,1830,25164,57579.55
458885,2016,Strayer University-Arkansas,AR,19,19,0,19,0,0,19,37686.031269160027,64276.692131199976
484631,2016,University of Phoenix-California,CA,54,54,0,54,0,0,54,18184,64276.692131199976
160621,2016,Southern University and A & M College,LA,1086,1022,64,880,142,0,1022,23592,45854.37
154235,2016,Saint Ambrose University,IA,454,443,11,131,312,0,443,46894,63314.56
188058,2016,Northern New Mexico College,NM,142,142,0,140,2,0,142,13960,43101.41
132408,2016,The Baptist College of Florida,FL,34,34,0,25,9,0,34,19926,50305.97
110653,2017,University of California-Irvine,CA,6545,6545,0,5185,135,1225,5320,34355,78085.65
110680,2017,University of California-San Diego,CA,5699,5696,3,4392,350,954,4742,33240,76397.62
110635,2017,University of California-Berkeley,CA,6379,6374,5,4428,1165,781,5593,39016,77601.85
110662,2017,University of California-Los Angeles,CA,6038,6037,1,4419,903,715,5322,35497,72896.84
204796,2017,Ohio State University-Main Campus,OH,7209,7208,1,4990,1654,564,6644,27202,65208.79
110705,2017,University of California-Santa Barbara,CA,4538,4536,2,3748,253,535,4001,36492,73046.19
240444,2017,University of Wisconsin-Madison,WI,6609,6606,3,3721,2358,527,6079,26393,71185.17
129020,2017,University of Connecticut,CT,3683,3678,5,2462,795,421,3257,33896,80999.86
174066,2017,University of Minnesota-Twin Cities,MN,6195,6148,47,3845,1928,375,5773,27654,70741.62
140951,2017,Savannah College of Art and Design,GA,2429,2395,34,367,1660,368,2027,58367,71588.69
122409,2017,San Diego State University,CA,5366,5366,0,4197,823,346,5020,23367,68953.33
228778,2017,The University of Texas at Austin,TX,8381,8346,35,7337,673,336,8010,27397,72284.1
215062,2017,University of Pennsylvania,PA,2449,2382,67,368,1678,336,2046,78186,78252
204024,2017,Miami University-Oxford,OH,3822,3816,6,2182,1323,311,3505,33805,72182.76
134130,2017,University of Florida,FL,6428,6381,47,5373,698,310,6071,21151,60120.16
211440,2017,Carnegie Mellon University,PA,1676,1675,1,179,1188,308,1367,74489,81652.61
170976,2017,University of Michigan-Ann Arbor,MI,6847,6847,0,3565,2987,295,6552,30926,77145.9
131469,2017,George Washington University,DC,2610,2560,50,19,2272,269,2291,74023,85677.46
181464,2017,University of Nebraska-Lincoln,NE,4905,4831,74,3453,1115,263,4568,24400,60976.73
209551,2017,University of Oregon,OR,3938,3935,3,1854,1821,260,3675,27717,62294.9
139658,2017,Emory University,GA,1388,1388,0,181,950,257,1131,72604,80509.92
217156,2017,Brown University,RI,1637,1631,6,57,1328,246,1385,77490,79027.35
130943,2017,University of Delaware,DE,4671,4665,6,1768,2661,236,4429,28708,84189.75
122612,2017,University of San Francisco,CA,1532,1523,9,897,415,211,1312,69987,82472.56
163286,2017,University of Maryland-College Park,MD,5216,5201,15,3613,1387,201,5000,27343,90010.73
201645,2017,Case Western Reserve University,OH,1309,1309,0,328,795,186,1123,69526,69873.4
130794,2017,Yale University,CT,1579,1578,1,109,1284,185,1393,76645,75345.96
228769,2017,The University of Texas at Arlington,TX,3368,3366,2,3129,64,173,3193,23902,66876.51
139755,2017,Georgia Institute of Technology-Main Campus,GA,2859,2846,13,1756,917,173,2673,29291,77933.64
215293,2017,University of Pittsburgh-Pittsburgh Campus,PA,4019,4006,13,2508,1328,170,3836,33964,58452.18
199193,2017,North Carolina State University at Raleigh,NC,4797,4790,7,4070,550,170,4620,24202,64180.75
131496,2017,Georgetown University,DC,1597,1595,2,26,1399,170,1425,76280,82187.36
201885,2017,University of Cincinnati-Main Campus,OH,5400,5389,11,4349,873,167,5222,26892,64722.83
230764,2017,University of Utah,UT,4119,3990,129,2604,1223,163,3827,20303,69474.52
152080,2017,University of Notre Dame,IN,2051,2051,0,131,1757,163,1888,74172,76710.92
108232,2017,Academy of Art University,CA,805,796,9,273,362,161,635,43976,74015.06
137351,2017,University of South Florida-Main Campus,FL,4165,4130,35,3652,319,159,3971,21134,58397.57
228796,2017,The University of Texas at El Paso,TX,3589,3589,0,3355,79,155,3434,18291,46777.52
199847,2017,Wake Forest University,NC,1349,1349,0,251,945,153,1196,74135,80539.14
227216,2017,University of North Texas,TX,4992,4971,21,4615,208,148,4823,23770,72891.36
217493,2017,Rhode Island School of Design,RI,451,451,0,21,283,147,304,72571,80568.35
163295,2017,Maryland Institute College of Art,MD,423,423,0,68,209,146,277,66413,80395.11
139940,2017,Georgia State University,GA,4252,4095,157,3460,490,145,3950,27206,72190.32
225511,2017,University of Houston,TX,4959,4947,12,4686,120,141,4806,23361,68874.27
221999,2017,Vanderbilt University,TN,1607,1601,6,162,1301,138,1463,73148,76279.78
122755,2017,San Jose State University,CA,4490,4490,0,4295,58,137,4353,25747,88589.14
216339,2017,Temple University,PA,5171,5169,2,3673,1360,136,5033,33226,66650.68
227757,2017,Rice University,TX,1046,1042,4,436,471,135,907,67102,77707.58
486840,2017,Kennesaw State University,GA,5237,5222,15,4273,815,134,5088,25059,64276.692131199976
110565,2017,California State University-Fullerton,CA,4437,4437,0,4282,29,126,4311,17791,73036.4
131520,2017,Howard University,DC,2079,2079,0,23,1930,126,1953,45971,66680.2
207500,2017,University of Oklahoma-Norman Campus,OK,4473,4468,5,2545,1800,123,4345,29577,59522.71
137847,2017,The University of Tampa,FL,2141,2135,6,400,1614,121,2014,46341,71934.52
151111,2017,Indiana University-Purdue University-Indianapolis,IN,4093,4092,1,3766,205,121,3971,21127,64749.24
228723,2017,Texas A & M University-College Station,TX,11639,11619,20,10987,523,109,11510,29920,67194.13
122597,2017,San Francisco State University,CA,4324,4324,0,4173,45,106,4218,24513,77495.51
228246,2017,Southern Methodist University,TX,1423,1409,14,498,807,104,1305,76346,82038.46
111948,2017,Chapman University,CA,1696,1690,6,1021,569,100,1590,74336,73437.32
110529,2017,California State Polytechnic University-Pomona,CA,3786,3786,0,3659,35,92,3694,22365,68064.96
229115,2017,Texas Tech University,TX,5883,5882,1,5476,314,92,5790,23191,65284.89
110583,2017,California State University-Long Beach,CA,4138,4138,0,4013,37,88,4050,19846,66954.9
228787,2017,The University of Texas at Dallas,TX,3177,3177,0,2934,156,87,3090,27120,79361.13
220862,2017,University of Memphis,TN,2669,2669,0,2232,350,87,2582,24139,58823.6
110671,2017,University of California-Riverside,CA,4596,4596,0,4476,33,87,4509,30561,68292.12
110608,2017,California State University-Northridge,CA,5227,5227,0,5073,68,86,5141,19794,64055.44
207971,2017,University of Tulsa,OK,743,743,0,364,293,86,657,58637,62928.78
211273,2017,Bryn Mawr College,PA,354,354,0,37,233,84,270,73540,78969.24
220978,2017,Middle Tennessee State University,TN,3016,3016,0,2658,277,81,2935,21241,60340.43
130590,2017,Trinity College,CT,580,580,0,71,430,79,501,76850,81265.21
207388,2017,Oklahoma State University-Main Campus,OK,4218,4207,11,2724,1406,77,4130,23906,55237.91
157085,2017,University of Kentucky,KY,4855,4851,4,3059,1717,75,4776,30178,59287.73
236939,2017,Washington State University,WA,4611,4571,40,3727,769,75,4496,26068,63710
229027,2017,The University of Texas at San Antonio,TX,5029,5029,0,4876,79,74,4955,18923,63798.29
182281,2017,University of Nevada-Las Vegas,NV,4140,4135,5,3383,679,73,4062,18756,70070.97
230959,2017,Middlebury College,VT,635,616,19,13,531,72,544,74248,77169.17
228875,2017,Texas Christian University,TX,1955,1955,0,844,1041,70,1885,68072,76266.48
181394,2017,University of Nebraska at Omaha,NE,2100,2098,2,1839,190,69,2029,19797,66043.01
206941,2017,University of Central Oklahoma,OK,2243,2196,47,2041,86,69,2127,24185,54764.86
203517,2017,Kent State University at Kent,OH,4292,4279,13,3443,768,68,4211,25836,59479.84
209922,2017,Reed College,OR,411,411,0,35,314,62,349,75586,71777.6
482680,2017,University of North Georgia,GA,3964,3964,0,3804,98,62,3902,16816,64276.692131199976
223232,2017,Baylor University,TX,3320,3314,6,2126,1127,61,3253,65222,73627.32
112260,2017,Claremont McKenna College,CA,352,352,0,152,139,61,291,76475,82855.72
102553,2017,University of Alaska Anchorage,AK,1877,1872,5,1727,84,61,1811,18946,72116.59
139959,2017,University of Georgia,GA,5826,5825,1,5065,700,60,5765,27329,71225.06
217165,2017,Bryant University,RI,892,892,0,87,746,59,833,62855,80219.8
216597,2017,Villanova University,PA,1724,1724,0,310,1355,59,1665,73042,90091.77
211291,2017,Bucknell University,PA,973,973,0,191,724,58,915,75400,84046.3
139931,2017,Georgia Southern University,GA,3508,3504,4,3281,168,55,3449,22608,62772.56
163268,2017,University of Maryland-Baltimore County,MD,1772,1761,11,1571,135,55,1706,25997,83010.29
202480,2017,University of Dayton,OH,2226,2226,0,1032,1140,54,2172,60900,75690.27
136950,2017,Rollins College,FL,530,530,0,297,180,53,477,66805,69363.5
142285,2017,University of Idaho,ID,1537,1509,28,1131,326,52,1457,21525,54125.14
159391,2017,Louisiana State University and Agricultural & Mechanical College,LA,4917,4916,1,4008,857,51,4865,32724,57504.74
218663,2017,University of South Carolina-Columbia,SC,5880,5859,21,2841,2968,50,5809,28602,62188.24
136172,2017,University of North Florida,FL,2293,2288,5,2160,79,49,2239,19469,62628.24
227368,2017,The University of Texas Rio Grande Valley,TX,4504,4504,0,4442,13,49,4455,14250,35906.7
187985,2017,University of New Mexico-Main Campus,NM,3219,3215,4,2723,443,49,3166,19351,49538.77
239105,2017,Marquette University,WI,2023,2022,1,566,1408,48,1974,59725,75591.25
188030,2017,New Mexico State University-Main Campus,NM,2042,2039,3,1425,567,47,1992,19760,43867.23
240426,2017,University of Wisconsin-Superior,WI,345,345,0,161,137,47,298,18731,53835.5
490133,2017,Westcliff University,CA,53,53,0,6,1,46,7,22466,64276.692131199976
169798,2017,Eastern Michigan University,MI,2811,2808,3,2350,412,46,2762,24994,69989
111081,2017,California Institute of the Arts,CA,213,213,0,87,80,46,167,74111,74875.2
169716,2017,University of Detroit Mercy,MI,550,550,0,470,34,46,504,38440,64142.33
156365,2017,Campbellsville University,KY,541,541,0,418,79,44,497,38502,47586.61
399911,2017,Soka University of America,CA,107,107,0,22,42,43,64,50968,79623.38
482158,2017,Middle Georgia State University,GA,1159,1153,6,966,145,42,1111,15822,64276.692131199976
110556,2017,California State University-Fresno,CA,3446,3446,0,3381,23,42,3404,17683,53295.09
240453,2017,University of Wisconsin-Milwaukee,WI,3233,3232,1,2746,444,42,3190,21984,65921.14
221759,2017,The University of Tennessee-Knoxville,TN,4895,4894,1,3888,964,42,4852,32010,60752.93
227845,2017,Saint Edward's University,TX,793,788,5,649,97,42,746,61707,71197.81
172644,2017,Wayne State University,MI,2653,2641,12,2553,46,42,2599,24541,61912.62
150455,2017,Earlham College,IN,287,287,0,65,181,41,246,61156,66410.88
141574,2017,University of Hawaii at Manoa,HI,1959,1956,3,1233,682,41,1915,23405,71646.27
122436,2017,University of San Diego,CA,1210,1200,10,627,532,41,1159,70440,79883.39
128744,2017,University of Bridgeport,CT,550,550,0,282,228,40,510,53853,63241.6
129525,2017,University of Hartford,CT,1334,1331,3,597,695,39,1292,57475,82221.8
170082,2017,Grand Valley State University,MI,4117,4116,1,3667,410,39,4077,24280,67198.25
114354,2017,FIDM-Fashion Institute of Design & Merchandising-Los Angeles,CA,372,372,0,182,152,38,334,51281,73476
215655,2017,Robert Morris University,PA,873,869,4,700,131,38,831,47724,59274.33
120254,2017,Occidental College,CA,564,564,0,240,286,38,526,76600,75275.66
134097,2017,Florida State University,FL,6437,6437,0,5641,759,37,6400,22278,60914.47
110592,2017,California State University-Los Angeles,CA,3556,3556,0,3494,26,36,3520,15307,52850.08
168740,2017,Andrews University,MI,280,280,0,75,169,36,244,40948,63096.48
129242,2017,Fairfield University,CT,994,994,0,231,728,35,959,67080,93458.99
229160,2017,Texas Wesleyan University,TX,306,306,0,257,15,34,272,47135,62890.39
141644,2017,Hawaii Pacific University,HI,500,496,4,129,333,34,462,47698,72804.49
181215,2017,University of Nebraska at Kearney,NE,904,902,2,824,44,34,868,23319,51335.53
201441,2017,Bowling Green State University-Main Campus,OH,3344,3342,2,2944,365,33,3309,24529,63749.73
174914,2017,University of St Thomas,MN,1498,1495,3,1151,312,32,1463,57785,76939.14
132903,2017,University of Central Florida,FL,6870,6847,23,6256,559,32,6815,21309,62518.63
222178,2017,Abilene Christian University,TX,972,972,0,865,76,31,941,51577,67136.19
110574,2017,California State University-East Bay,CA,1420,1420,0,1374,15,31,1389,23357,78750.43
171571,2017,Oakland University,MI,2456,2456,0,2381,44,31,2425,23778,78696.54
122931,2017,Santa Clara University,CA,1406,1406,0,782,593,31,1375,74297,93581.09
222831,2017,Angelo State University,TX,1575,1575,0,1528,17,30,1545,19810,49632.36
236595,2017,Seattle University,WA,957,949,8,304,615,30,919,63439,70785.55
163976,2017,St. John's College,MD,122,122,0,9,84,29,93,50001,72041.37
226833,2017,Midwestern State University,TX,821,821,0,767,25,29,792,19972,57712.44
228149,2017,St. Mary's University,TX,643,643,0,562,52,29,614,42354,56236.53
200800,2017,University of Akron Main Campus,OH,3440,3436,4,3106,301,29,3407,24604,58778.75
160658,2017,University of Louisiana at Lafayette,LA,2982,2982,0,2825,128,29,2953,22948,47090.8
225627,2017,University of the Incarnate Word,TX,808,806,2,757,20,29,777,45532,59715.43
203845,2017,Marietta College,OH,272,272,0,161,83,28,244,49601,58715.65
204857,2017,Ohio University-Main Campus,OH,4049,4049,0,3520,502,27,4022,29534,59563.35
154527,2017,Wartburg College,IA,451,450,1,277,146,27,423,55508,58222.9
110486,2017,California State University-Bakersfield,CA,1436,1436,0,1389,20,27,1409,18661,53982.7
206437,2017,Walsh University,OH,462,462,0,389,47,26,436,42869,58552.19
134945,2017,Jacksonville University,FL,576,571,5,314,231,26,545,54991,63671.93
133650,2017,Florida Agricultural and Mechanical University,FL,1684,1681,3,1408,247,26,1655,23312,52786.24
110361,2017,California Baptist University,CA,1412,1411,1,1240,145,26,1385,48731,66849.57
229063,2017,Texas Southern University,TX,1975,1975,0,1634,315,26,1949,23173,53781.71
214175,2017,Muhlenberg College,PA,564,564,0,140,398,26,538,69413,89504.61
213367,2017,La Salle University,PA,1052,1049,3,711,312,26,1023,45298,67401.72
110510,2017,California State University-San Bernardino,CA,2517,2517,0,2485,6,26,2491,19114,59070.9
212106,2017,Duquesne University,PA,1562,1560,2,1058,477,25,1535,56199,61274.66
159939,2017,University of New Orleans,LA,960,960,0,870,65,25,935,20864,51940.24
175856,2017,Jackson State University,MS,933,933,0,369,539,25,908,24570,43401.54
110538,2017,California State University-Chico,CA,2805,2805,0,2751,29,25,2780,25073,61867.44
198516,2017,Elon University,NC,1573,1554,19,256,1274,24,1530,52587,81102.4
199069,2017,University of Mount Olive,NC,329,329,0,261,44,24,305,32055,51727.18
217721,2017,Benedict College,SC,563,563,0,355,184,24,539,28000,49336.04
156082,2017,Washburn University,KS,901,888,13,781,83,24,864,20011,57541.98
142115,2017,Boise State University,ID,2789,2789,0,1511,1254,24,2765,21621,58298.66
219000,2017,Augustana University,SD,481,480,1,212,245,23,457,47710,60196.68
157289,2017,University of Louisville,KY,2796,2796,0,2224,549,23,2773,28247,59042.66
221740,2017,The University of Tennessee-Chattanooga,TN,2147,2147,0,2009,115,23,2124,23436,55964.16
150163,2017,Butler University,IN,1054,1054,0,453,578,23,1031,61623,71968.39
156213,2017,Asbury University,KY,323,323,0,175,126,22,301,42462,61842.48
217819,2017,College of Charleston,SC,1840,1837,3,1032,783,22,1815,29545,66962.7
218070,2017,Furman,SC,702,702,0,182,498,22,680,67299,71867.28
213020,2017,Indiana University of Pennsylvania-Main Campus,PA,2430,2430,0,2266,142,22,2408,28442,54158.04
221953,2017,Tusculum College,TN,337,332,5,181,129,22,310,39440,49705.55
168528,2017,Adrian College,MI,529,529,0,380,127,22,507,54621,66915.1
123952,2017,Southern California Institute of Architecture,CA,32,32,0,9,2,21,11,70734,66525.34
110617,2017,California State University-Sacramento,CA,3591,3591,0,3521,49,21,3570,21576,65686.13
237066,2017,Whitworth University,WA,505,505,0,324,160,21,484,60359,63739.65
226152,2017,Texas A & M International University,TX,1148,1148,0,1121,6,21,1127,13408,43910.56
151102,2017,Indiana University-Purdue University-Fort Wayne,IN,1562,1562,0,1439,103,20,1542,19224,61940.3
129941,2017,University of New Haven,CT,1449,1448,1,588,840,20,1428,58438,77310.15
138293,2017,Webber International University,FL,173,173,0,137,16,20,153,42702,55372.47
151306,2017,University of Southern Indiana,IN,1714,1713,1,1464,229,20,1693,20146,57279.45
217402,2017,Providence College,RI,1064,1064,0,88,956,20,1044,69407,83293.65
209807,2017,Portland State University,OR,1929,1910,19,1421,469,20,1890,20571,62889.32
213996,2017,Messiah College,PA,665,665,0,432,213,20,645,49864,71914.01
219949,2017,Cumberland University,TN,562,562,0,514,28,20,542,38392,59163.95
169910,2017,Ferris State University,MI,1829,1817,12,1703,95,19,1798,23106,61040.62
237330,2017,Concord University,WV,434,434,0,318,97,19,415,16824,41360.98
229018,2017,The University of Texas of the Permian Basin,TX,452,452,0,420,13,19,433,17323,47475.29
157447,2017,Northern Kentucky University,KY,2145,2145,0,1496,630,19,2126,17869,63568.77
110097,2017,Biola University,CA,891,891,0,641,231,19,872,58012,75484.4
213598,2017,Lincoln University,PA,664,664,0,255,390,19,645,26008,51404.66
239318,2017,Milwaukee School of Engineering,WI,515,515,0,301,195,19,496,53885,68757.09
182290,2017,University of Nevada-Reno,NV,3643,3642,1,2670,953,19,3623,23256,68050.29
229814,2017,West Texas A & M University,TX,1245,1245,0,1059,167,19,1226,20456,51385.91
128771,2017,Central Connecticut State University,CT,1433,1433,0,1354,60,19,1414,22518,75579.11
217484,2017,University of Rhode Island,RI,3171,3169,2,1384,1767,18,3151,30339,72503.8
137476,2017,St Thomas University,FL,232,232,0,198,16,18,214,46539,56846.82
198950,2017,Meredith College,NC,395,393,2,343,32,18,375,50390,66301.42
130253,2017,Sacred Heart University,CT,1387,1385,2,345,1022,18,1367,61591,87263.76
110404,2017,California Institute of Technology,CA,235,235,0,82,135,18,217,74763,81448.64
207661,2017,Rogers State University,OK,612,605,7,564,23,18,587,20029,50487.79
366711,2017,California State University-San Marcos,CA,2499,2499,0,2437,44,18,2481,22531,72827.06
219709,2017,Belmont University,TN,1568,1565,3,455,1092,18,1547,54595,70368.62
140960,2017,Savannah State University,GA,893,889,4,739,132,18,871,16819,54220.88
239716,2017,Saint Norbert College,WI,526,526,0,394,115,17,509,51383,71321.9
123165,2017,Scripps College,CA,327,324,3,136,171,17,307,77588,79153.99
200332,2017,North Dakota State University-Main Campus,ND,2633,2633,0,884,1732,17,2616,22201,55831.54
228802,2017,The University of Texas at Tyler,TX,716,716,0,687,12,17,699,20730,53622.93
137564,2017,Southeastern University,FL,1226,1225,1,583,626,16,1209,39276,60101.07
199139,2017,University of North Carolina at Charlotte,NC,3373,3336,37,3129,191,16,3320,23478,65762.02
240462,2017,University of Wisconsin-Platteville,WI,1426,1425,1,1081,328,16,1409,18670,61602.16
170037,2017,Cornerstone University,MI,287,287,0,216,55,16,271,35814,63718.46
141334,2017,University of West Georgia,GA,2240,2178,62,2158,4,16,2162,23684,66454.08
169442,2017,College for Creative Studies,MI,263,263,0,207,40,16,247,57085,74293.04
110413,2017,California Lutheran University,CA,585,585,0,489,80,16,569,60668,81648.78
123554,2017,Saint Mary's College of California,CA,646,644,2,529,99,16,628,69071,84232.87
106245,2017,University of Arkansas at Little Rock,AR,762,762,0,675,72,15,747,20416,51732.17
199148,2017,University of North Carolina at Greensboro,NC,2791,2752,39,2644,93,15,2737,19179,60658.11
153269,2017,Drake University,IA,758,757,1,209,533,15,742,57643,70375.31
152530,2017,Taylor University,IN,448,448,0,197,236,15,433,48656,68822.46
175980,2017,Millsaps College,MS,229,229,0,90,124,15,214,57996,56763.17
240374,2017,University of Wisconsin-Parkside,WI,709,709,0,613,81,15,694,16320,64274.59
163204,2017,University of Maryland-University College,MD,676,673,3,254,404,15,658,19764,73191.4
213358,2017,La Roche College,PA,227,227,0,186,27,14,213,43073,61014.96
139366,2017,Columbus State University,GA,1003,997,6,887,96,14,983,19807,55979.92
156620,2017,Eastern Kentucky University,KY,2574,2574,0,2319,241,14,2560,23384,47617.36
152600,2017,Valparaiso University,IN,807,806,1,339,453,14,792,53847,72576.06
215114,2017,Cairn University-Langhorne,PA,154,154,0,66,74,14,140,41762,69912.01
218539,2017,Presbyterian College,SC,276,276,0,190,72,14,262,53720,62666.83
206622,2017,Xavier University,OH,1239,1238,1,492,732,14,1224,58260,68472.8
139311,2017,Clayton  State University,GA,644,642,2,617,11,14,628,18374,65444.71
207324,2017,Oklahoma Christian University,OK,513,509,4,233,262,14,495,37015,63431.55
218645,2017,University of South Carolina-Aiken,SC,573,569,4,511,44,14,555,20735,53123.12
169248,2017,Central Michigan University,MI,3076,3076,0,2760,302,14,3062,25078,66048.2
218229,2017,Lander University,SC,765,765,0,716,35,14,751,24474,52256.85
199218,2017,University of North Carolina Wilmington,NC,2145,2137,8,1785,338,14,2123,24837,62176.12
